city_name_input,api_json_respnose
Kinshasa,"[{'name': 'Kinshasa', 'local_names': {'eu': 'Kinshasa', 'eo': 'Kinŝaso', 'th': 'กินชาซา', 'ta': 'கின்ஷாசா', 'ur': 'کنشاسا', 'en': 'Kinshasa', 'sr': 'Киншаса', 'lv': 'Kinšasa', 'zh': '金沙萨市/金沙薩市', 'ko': '킨샤사', 'sw': 'Kinshasa', 'is': 'Kinsasa', 'ru': 'Киншаса', 'mr': 'किन्शासा', 'sv': 'Kinshasa', 'az': 'Kinşasa', 'lt': 'Kinšasa', 'be': 'Кіншаса', 'tr': 'Kinşasa', 'pl': 'Kinszasa', 'tg': 'Киншаса', 'uk': 'Кіншаса', 'ky': 'Киншаса', 'bg': 'Киншаса', 'my': 'ကင်ရှာဆာမြို့', 'hi': 'किन्शासा', 'os': 'Киншаса', 'ku': 'Kînşasa', 'pt': 'Kinshasa', 'he': 'קינשאסה', 'fy': 'Kinsjasa', 'hu': 'Kinshasa', 'tk': 'Kinşasa', 'ht': 'Kinchasa', 'fa': 'کینشاسا', 'ja': 'キンシャサ', 'kk': 'Киншаса', 'mk': 'Киншаса', 'hy': 'Կինշասա', 'ar': 'كينشاسا', 'de': 'Kinshasa', 'kg': 'Kinsasa', 'yi': 'קינשאזע', 'ln': 'Kinsásá', 'fr': 'Kinshasa', 'ka': 'კინშასა', 'am': 'ኪንሻሳ', 'el': 'Κινσάσα', 'cs': 'Kinshasa', 'es': 'Kinsasa', 'id': 'Kinshasa', 'ml': 'കിൻഷസ', 'oc': 'Kinshasa', 'nl': 'Kinshasa', 'bo': 'ཀིན་ཤ་ས།', 'kn': 'ಕಿನ್ಶಾಸಾ'}, 'lat': -4.3217055, 'lon': 15.3125974, 'country': 'CD'}, {'name': 'Kinshasa', 'lat': -11.685318, 'lon': 27.463314030292672, 'country': 'CD', 'state': 'Haut-Katanga'}, {'name': 'Kinshasa', 'lat': -4.3218539499999995, 'lon': 15.311837908367066, 'country': 'CD'}]"
Johannesburg,"[{'name': 'Johannesburg', 'local_names': {'yi': 'יאהאנעסבורג', 'lb': 'Johannesbuerg', 'ss': 'Johannesburg', 'mr': 'जोहान्सबर्ग', 'hi': 'जोहान्सबर्ग', 'gn': 'Johannesburgo', 'fi': 'Johannesburg', 'kn': 'ಜೊಹಣೆಸ್ಬೆರ್ಗ್', 'ja': 'ヨハネスブルグ', 'it': 'Johannesburg', 'id': 'Johannesburg', 'pa': 'ਜੋਹਾਨਿਸਬਰਗ', 'la': 'Ioannesburgum', 'ce': 'Йоханнесбург', 'ur': 'جوہانسبرگ', 'ta': 'ஜோகானஸ்பேர்க்', 'cs': 'Johannesburg', 'br': 'Johannesburg', 'bs': 'Johannesburg', 'ln': 'Johannesburg', 'am': 'ጆሃንስበርግ', 'da': 'Johannesburg', 'ny': 'Johannesburg', 'ha': 'Johannesburg', 'he': 'יוהנסבורג', 'be': 'Яганэсбург', 'tr': 'Johannesburg', 'tl': 'Johannesburg', 'ca': 'Johannesburg', 'gl': 'Xohanesburgo', 'el': 'Γιοχάνεσμπουργκ', 'ko': '요하네스버그', 'yo': 'Johannesburg', 'vo': 'Johannesburg', 'ms': 'Johannesburg', 'zu': 'iGoli', 'es': 'Johannesburgo', 'cv': 'Йоханнесбург', 'sv': 'Johannesburg', 'xh': 'EGoli', 'ts': 'Joni', 'sl': 'Johannesburg', 'gd': 'Johannesburg', 'vi': 'Johannesburg', 'tn': 'Johannesburg', 'hu': 'Johannesburg', 'hr': 'Johannesburg', 'no': 'Johannesburg', 'sr': 'Јоханезбург', 'ml': 'ജൊഹാനസ്\u200cബർഗ്', 'en': 'Johannesburg', 'fy': 'Jehannesburch', 'tt': 'Yohannesburg', 'tg': 'Йоҳаннесбург', 'eo': 'Johanesburgo', 'uz': 'Yoxannesburg', 'cy': 'Johannesburg', 'ar': 'جوهانسبرغ', 'my': 'ဂျိုဟန္နက်စဗတ်မြို့', 'ia': 'Johannesburg', 'et': 'Johannesburg', 'az': 'Yohannesburq', 'zh': '约翰内斯堡', 'sh': 'Johannesburg', 'bg': 'Йоханесбург', 'bn': 'জোহানেসবার্গ', 'pl': 'Johannesburg', 'sw': 'Johannesburg', 'sc': 'Johannesburg', 'ka': 'იოჰანესბურგი', 'fr': 'Johannesbourg', 'mg': 'Johannesburg', 'kk': 'Йоханнесбург', 'ug': 'Yohannésburg', 'pt': 'Joanesburgo', 'ky': 'Йоханнесбург', 'os': 'Йоханнесбург', 'sn': 'Johannesburg', 'uk': 'Йоханнесбург', 'fo': 'Johannesburg', 'sk': 'Johannesburg', 'hy': 'Յոհաննեսբուրգ', 'oc': 'Johannesburg', 'de': 'Johannesburg', 'lv': 'Johannesburga', 'nl': 'Johannesburg', 'so': 'Johannesburg', 've': 'Johannesburg', 'ro': 'Johannesburg', 'eu': 'Johannesburg', 'ie': 'Johannesburg', 'ru': 'Йоханнесбург', 'fa': 'ژوهانسبورگ', 'io': 'Johannesburg', 'sq': 'Johannesburg', 'jv': 'Johannesburg', 'mk': 'Јоханесбург', 'th': 'โจฮันเนสเบิร์ก', 'ga': 'Johannesburg', 'is': 'Jóhannesarborg', 'lt': 'Johanesburgas'}, 'lat': -26.205, 'lon': 28.049722, 'country': 'ZA', 'state': 'Gauteng'}, {'name': 'Johannesburg', 'lat': 35.3727406, 'lon': -117.6347823, 'country': 'US', 'state': 'California'}, {'name': 'Johannesburg', 'local_names': {'fr': 'Johannesbourg', 'ar': 'جوهانسبرغ', 'de': 'Johannesburg', 'en': 'Johannesburg'}, 'lat': 25.21481175, 'lon': 55.183041764491264, 'country': 'AE', 'state': 'Dubai'}, {'name': 'Newtown', 'lat': -26.2038975, 'lon': 28.0342814, 'country': 'ZA', 'state': 'Gauteng'}, {'name': 'Johannesburg', 'lat': 44.9855663, 'lon': -84.4558515, 'country': 'US', 'state': 'Michigan'}]"
CapeTown,"[{'name': 'Capetown', 'lat': 40.4662424, 'lon': -124.367277, 'country': 'US', 'state': 'California'}]"
Nairobi,"[{'name': 'Nairobi', 'local_names': {'zh': '内罗毕'}, 'lat': -1.30326415, 'lon': 36.826384099341595, 'country': 'KE', 'state': 'Nairobi County'}, {'name': 'Nairobi', 'local_names': {'hu': 'Nairobi', 'bg': 'Найроби', 'bo': 'ནའི་རོ་བི།', 'az': 'Nayrobi', 'es': 'Nairobi', 'pl': 'Nairobi', 'sv': 'Nairobi', 'ml': 'നയ്റോബി', 'zh': '内罗毕', 'am': 'ናይሮቢ', 'ur': 'نیروبی', 'ar': 'نيروبي', 'ja': 'ナイロビ', 'tt': 'Найроби', 'nl': 'Nairobi', 'ka': 'ნაირობი', 'ug': 'نايروبى', 'mk': 'Најроби', 'hi': 'नैरोबी', 'eo': 'Najrobo', 'is': 'Naíróbí', 'it': 'Nairobi', 'my': 'နိုင်ရိုဘီမြို့', 'tr': 'Nairobi', 'ta': 'நைரோபி', 'kn': 'ನೈರೋಬಿ', 'uk': 'Найробі', 'pt': 'Nairóbi', 'bn': 'নাইরোবি', 'tk': 'Naýrobi', 'el': 'Ναϊρόμπι', 'ku': 'Nairobî', 'ko': '나이로비', 'so': 'Nayroobi', 'ru': 'Найроби', 'tg': 'Найроби', 'lt': 'Nairobis', 'de': 'Nairobi', 'sr': 'Најроби', 'he': 'ניירובי', 'mr': 'नैरोबी', 'fr': 'Nairobi', 'sk': 'Nairobi', 'hy': 'Նայրոբի', 'ky': 'Найроби', 'kk': 'Найроби', 'yi': 'נייראבי', 'oc': 'Nairòbi', 'la': 'Nairobia', 'mn': 'Найроби', 'os': 'Найроби', 'fy': 'Nairoby', 'th': 'ไนโรบี', 'no': 'Nairobi', 'en': 'Nairobi', 'ht': 'Nayrobi', 'be': 'Найробі', 'cs': 'Nairobi', 'fa': 'نایروبی'}, 'lat': -1.2832533, 'lon': 36.8172449, 'country': 'KE'}, {'name': 'Nairobi', 'lat': -0.3688939, 'lon': 36.0025363, 'country': 'KE', 'state': 'Nakuru'}, {'name': 'Nairobi', 'lat': -4.9586317, 'lon': 38.9399967, 'country': 'TZ', 'state': 'Tanga Region'}]"
Addis Ababa,"[{'name': 'Addis Ababa', 'local_names': {'om': 'Finfinne', 'mr': 'अदिस अबाबा', 'bs': 'Adis Abeba', 'mk': 'Адис Абеба', 'zh': '亚的斯亚贝巴', 'sk': 'Addis Abeba', 'nl': 'Addis Abeba', 'my': 'အာဒစ် အာဘာဘာမြို့', 'cs': 'Addis Abeba', 'th': 'แอดดิสอาบาบา', 'wo': 'Addis-Abeba', 'fi': 'Addis Abeba', 'nn': 'Addis Abeba', 'ca': 'Addis Abeba', 'es': 'Adís Abeba', 'ko': '아디스아바바', 'sq': 'Addis Abeba', 'rm': 'Addis Abeba', 'sh': 'Adis Abeba', 'eo': 'Adis-Abebo', 'pt': 'Adis Abeba', 'sl': 'Adis Abeba', 'pl': 'Addis Abeba', 'an': 'Addis Abeba', 'bg': 'Адис Абеба', 'kn': 'ಅಡಿಸ್ ಅಬಾಬ', 'ky': 'Аддис-Абеба', 'tr': 'Addis Ababa', 'ga': 'Adas Ababa', 'ku': 'Addîs Ababa', 'af': 'Addis Abeba', 'uk': 'Аддис-Абеба', 'la': 'Neanthopolis', 'ta': 'அடிஸ் அபாபா', 'hu': 'Addisz-Abeba', 'lt': 'Adis Abeba', 'fa': 'آدیس آبابا', 'it': 'Addis Abeba', 'az': 'Əddis-Əbəbə', 'ht': 'Adis-Abeba', 'et': 'Addis Abeba', 'bn': 'আদ্দিস আবাবা', 'hy': 'Ադիս Աբեբա', 'ka': 'ადის-აბება', 'sv': 'Addis Abeba', 'qu': 'Adis Ababa', 'hr': 'Adis Abeba', 'ur': 'ادیس ابابا', 'de': 'Addis Abeba', 'bo': 'ཨ་ཌི་སི་ཨ་བ་བ།', 'sr': 'Адис Абеба', 'ro': 'Addis Abeba', 'mg': 'Addis Abeba', 'fr': 'Addis-Abeba', 'gl': 'Adís Abeba - አዲስ አበባ', 'ie': 'Addis Abeba', 'lb': 'Addis Abeba', 'tg': 'Аддис-Абеба', 'eu': 'Addis Abeba', 'so': 'Addis Abeba', 'ml': 'അഡിസ് അബെബ', 'tl': 'Adis Abeba', 'br': 'Addis Abeba', 'be': 'Адыс-Абеба', 'am': 'አዲስ አበባ', 'fy': 'Addis Abeba', 'ar': 'أديس أبابا', 'en': 'Addis Ababa', 'lv': 'Adisabeba', 'el': 'Αντίς Αμπέμπα', 'os': 'Аддис-Абебæ', 'ru': 'Аддис-Абеба', 'hi': 'अदीस अबाबा', 'mn': 'Аддис-Абеба', 'no': 'Addis Abeba', 'pa': 'ਆਦਿਸ ਆਬਬਾ', 'oc': 'Addis Abeba', 'he': 'אדיס אבבה', 'ja': 'アディスアベバ'}, 'lat': 9.0358287, 'lon': 38.7524127, 'country': 'ET', 'state': 'Addis Ababa'}]"
Dares Salaam,[]
Khartoum,"[{'name': 'Khartoum', 'local_names': {'cy': 'Khartoum', 'ps': 'خرطوم', 'sl': 'Kartum', 'ku': 'Xertûm', 'sw': 'Khartoum', 'vi': 'Khartoum', 'om': 'Kaartum', 'gl': 'Khartún - الخرطوم', 'my': 'ခါတွမ်းမြို့', 'it': 'Khartum', 'ur': 'خرطوم', 'ru': 'Хартум', 'fa': 'خارطوم', 'de': 'Khartoum', 'ga': 'Cartúm', 'ms': 'Khartoum', 'ce': 'Хартум', 'nn': 'Khartoum', 'et': 'Hartum', 'mr': 'खार्टूम', 'fy': 'Kartûm', 'so': 'Khartuum', 'sc': 'Khartum', 'fo': 'Khartoum', 'bs': 'Kartum', 'eo': 'Ĥartumo', 'cs': 'Chartúm', 'tl': 'Khartoum', 'az': 'Xartum', 'lt': 'Chartumas', 'sv': 'Khartoum', 'no': 'Khartoum', 'hy': 'Խարթում', 'br': ""C'hartoum"", 'sh': 'Kartum', 'pa': 'ਖ਼ਰਤੂਮ', 'pt': 'Cartum', 'el': 'Χαρτούμ', 'ha': 'Khartoum', 'sn': 'Khartoum', 'gd': 'Khartoum', 'ht': 'Kartoum', 'th': 'คาร์ทูม', 'zu': 'Khartoum', 'zh': '喀土穆', 'ta': 'கர்த்தூம்', 'sq': 'Hartum', 'hu': 'Kartúm', 'la': 'Khartumensis Urbs', 'ia': 'Khartum', 'jv': 'Khartoum', 'lv': 'Hartūma', 'wo': 'Xartum', 'eu': 'Khartum', 'mk': 'Картум', 'he': 'חרטום', 'ka': 'ხარტუმი', 'fi': 'Khartum', 'ko': '하르툼', 'hi': 'खार्तूम', 'af': 'Khartoem', 'os': 'Хартум', 'fr': 'Khartoum', 'ug': 'خارتۇم', 'nv': 'Ahidiilíinii', 'da': 'Khartoum', 'io': 'Khartoum', 'mg': 'Khartoum', 'cv': 'Хартум', 'hr': 'Kartum', 'pl': 'Chartum', 'id': 'Khartoum', 'bo': 'ཁར་ཏུམ།', 'ie': 'Cartum', 'co': 'Khartoum', 'en': 'Khartoum', 'yo': 'Khartoum', 'ar': 'الخرطوم', 'nl': 'Khartoem', 'uk': 'Хартум', 'tr': 'Hartum', 'ak': 'Khartoum', 'kg': 'Khartoum', 'ca': 'Khartum', 'be': 'Хартум', 'sk': 'Chartúm', 'es': 'Jartum', 'ja': 'ハルツーム', 'tg': 'Хартум', 'ro': 'Khartoum', 'am': 'ካርቱም', 'kn': 'ಖಾರ್ತೂಮ್', 'uz': 'Xartum', 'ky': 'Хартум', 'qu': 'Khartum', 'bg': 'Хартум', 'tt': 'Хартум', 'oc': 'Khartom', 'is': 'Kartúm', 'sr': 'Картум', 'lb': 'Khartum'}, 'lat': 15.5635972, 'lon': 32.5349123, 'country': 'SD', 'state': 'Khartoum State'}, {'name': 'Khartoum', 'local_names': {'fr': 'Khartoum'}, 'lat': -4.3554206, 'lon': 15.306724334350495, 'country': 'CD'}, {'name': 'Khartoum', 'local_names': {'ar': 'خرطوم', 'de': 'Khartoum', 'en': 'Khartoum', 'fr': 'Khartoum'}, 'lat': 33.4068837, 'lon': 35.371848, 'country': 'LB', 'state': 'South Governorate'}]"
Abidjan,"[{'name': 'Abidjan', 'local_names': {'sw': 'Abidjan', 'bm': 'Abijan', 'ar': 'أبيدجان', 'ro': 'Abidjan', 'lv': 'Abidžāna', 'sk': 'Abidjan', 'ln': 'Abidjan', 'mg': 'Abidjan', 'gl': 'Abidjan', 'sr': 'Абиџан', 'cy': 'Abidjan', 'hi': 'आबिजान', 'sq': 'Abidjan', 'tr': 'Abidjan', 'sc': 'Abidjan', 'la': 'Abidjan', 'zh': '阿比让', 'th': 'อาบีจาน', 'eo': 'Abiĝano', 'no': 'Abidjan', 'ko': '아비장', 'sv': 'Abidjan', 'nn': 'Abidjan', 'pt': 'Abidjã', 'id': 'Abidjan', 'tk': 'Abijan', 'eu': 'Abidjan', 'vo': 'Abidjan', 'gd': 'Abidjan', 'br': 'Abidjan', 'hu': 'Abidjan', 'mr': 'आबिजान', 'yo': 'Abidjan', 'he': ""אבידג'אן"", 'de': 'Abidjan', 'kn': 'ಆಬಿಜಾನ್', 'oc': 'Abidjan', 'af': 'Abidjan', 'sl': 'Abidžan', 'fa': 'آبیجان', 'be': 'Абіджан', 'el': 'Αμπιτζάν', 'et': 'Abidjan', 'vi': 'Abidjan', 'es': 'Abiyán', 'uk': 'Абіджан', 'ms': 'Abidjan', 'en': 'Abidjan', 'da': 'Abidjan', 'ml': 'അബിജാൻ', 'gv': 'Abidjan', 'mk': 'Абиџан', 'bs': 'Abidjan', 'bg': 'Абиджан', 'io': 'Abidjan', 'ca': 'Abidjan', 'bn': 'আবিজান', 'ru': 'Абиджан', 'hr': 'Abidjan', 'fi': 'Abidjan', 'lt': 'Abidžanas', 'nl': 'Abidjan', 'is': 'Abidjan', 'cs': 'Abidžan', 'jv': 'Abidjan', 'ja': 'アビジャン', 'it': 'Abidjan', 'pl': 'Abidżan', 'fr': 'Abidjan'}, 'lat': 5.320357, 'lon': -4.016107, 'country': 'CI', 'state': 'Abidjan'}, {'name': 'Abidjan', 'local_names': {'ar': 'أبيدجان', 'fr': 'Abidjan'}, 'lat': 13.5215448, 'lon': 2.1233807, 'country': 'NE'}, {'name': 'Abidjan', 'lat': 6.9441491, 'lon': -2.7859784, 'country': 'GH', 'state': 'Ahafo Region'}, {'name': 'Abidjan', 'lat': 11.2581088, 'lon': 2.5342922, 'country': 'BJ', 'state': 'Alibori Department'}, {'name': 'Abidjan', 'lat': 10.4463618, 'lon': 2.8815783, 'country': 'BJ', 'state': 'Borgou Department'}]"
Casablanca,"[{'name': 'Casablanca', 'local_names': {'feature_name': 'Casablanca', 'en': 'Casablanca', 'gl': 'Casabranca', 'ja': 'カサブランカ', 'pl': 'Casablanca', 'fa': 'دارالبیضا', 'kn': 'ಕಾಸಾಬ್ಲಾಂಕಾ', 'fr': 'Casablanca', 'de': 'Casablanca', 'sr': 'Казабланка', 'nl': 'Casablanca', 'lv': 'Kasablanka', 'eo': 'Kazablanko', 'ascii': 'Casablanca', 'sk': 'Casablanca', 'ar': 'الدار البيضاء', 'hi': 'कैसाब्लांका', 'mk': 'Казабланка', 'es': 'Casablanca', 'et': 'Casablanca', 'ru': 'Касабланка', 'hu': 'Casablanca', 'ur': 'دار البیضاء', 'el': 'Καζαμπλάνκα', 'ml': 'കാസബ്ലങ്ക', 'eu': 'Casablanca', 'tr': 'Kazablanka', 'zh': '卡萨布兰卡', 'cs': 'Casablanca', 'oc': 'Casablanca', 'he': 'קזבלנקה'}, 'lat': 33.5945144, 'lon': -7.6200284, 'country': 'MA'}, {'name': 'Casablanca', 'lat': -33.3205864, 'lon': -71.4100762, 'country': 'CL', 'state': 'Valparaiso Region'}, {'name': 'Casablanca', 'lat': -32.3971639, 'lon': -58.1565864, 'country': 'UY', 'state': 'Paysandú'}, {'name': 'Casablanca', 'local_names': {'ca': 'Casablanca'}, 'lat': 41.334155, 'lon': 2.0367593, 'country': 'ES', 'state': 'Catalonia'}, {'name': 'Casablanca', 'lat': 23.146365099999997, 'lon': -82.32740962642539, 'country': 'CU', 'state': 'Havana'}]"
Algiers,"[{'name': 'Algiers', 'local_names': {'eu': 'Aljer', 'sk': 'Alžír', 'gl': 'Alxer', 'nl': 'Algiers', 'ky': 'Алжир шаары', 'vo': 'Cäsair', 'lt': 'Alžyras', 'af': 'Algiers', 'yo': 'Algiers', 'ms': 'Algiers', 'cs': 'Alžír', 'eo': 'Alĝero', 'hi': 'आल्जेर', 'jv': 'Aljir', 'oc': 'Argièr', 'ro': 'Alger', 'sr': 'Алжир', 'os': 'Алжир', 'it': 'Algeri', 'tg': 'Алҷазоир', 'su': 'Aljir', 'kk': 'Алжир', 'hy': 'Ալժիր', 'hu': 'Algír', 'nn': 'Alger', 'ku': 'Cezayir', 'az': 'Əlcəzair', 'so': 'Algiers', 'hr': 'Alžir', 'ie': 'Alger', 'ar': 'الجزائر', 'fr': 'Alger', 'ta': 'அல்ஜியர்ஸ்', 'sv': 'Alger', 'zu': 'Algiers', 'da': 'Algier', 'mk': 'Алжир', 'de': 'Algier', 'he': ""אלג'יר"", 'wo': 'Alse', 'kn': 'ಆಲ್ಜೇರ್', 'es': 'Argel', 'tr': 'Cezayir', 'sl': 'Alžir', 'fo': 'Alger', 'cv': 'Алҫир', 'zh': '阿爾及爾/阿尔及尔', 'uk': 'Алжир', 'gr': 'Ἀλγέριον', 'bn': 'আলজিয়ার্স', 'is': 'Algeirsborg', 'la': 'Algeria', 'bs': 'Alžir', 'ps': 'الجزيره', 'ug': 'ئالجىر', 'lv': 'Alžīra', 'io': 'Aljer', 'ru': 'Алжир', 'ht': 'Alje', 'tl': 'Algiers', 'en': 'Algiers', 'no': 'Alger', 'bo': 'ཨཱལ་ཇི་ཡར་སི།', 'ur': 'الجزائر شہر', 'ml': 'അൾജിയേഴ്സ്', 'cy': 'Alger', 'sh': 'Alžir', 'ko': '알제', 'sw': 'Algiers', 'bg': 'Алжир', 'gd': 'Algiers', 'ka': 'მარკეტი', 'id': 'Aljir', 'et': 'Alžiir', 'lb': 'Alger', 'be': 'Алжыр', 'mr': 'अल्जीयर्स', 'fi': 'Alger', 'th': 'แอลเจียร์', 'pl': 'Algier', 'ja': 'アルジェ', 'an': 'Alcher', 'fa': 'الجزیره', 'el': 'Αλγέρι', 'fy': 'Algiers', 'ca': 'Alger', 'ln': 'Alje', 'vi': 'Algiers', 'pt': 'Argel'}, 'lat': 36.7753606, 'lon': 3.0601882, 'country': 'DZ', 'state': 'Algiers'}, {'name': 'Algiers', 'lat': 29.9413467, 'lon': -90.0375901, 'country': 'US', 'state': 'Louisiana'}, {'name': 'Algiers', 'lat': 38.4872721, 'lon': -87.1750093, 'country': 'US', 'state': 'Indiana'}]"
Accra,"[{'name': 'Accra', 'local_names': {'tg': 'Аккра', 'tw': 'Nkran', 'az': 'Akkra', 'sq': 'Akra', 'fa': 'آکرا', 'lv': 'Akra', 'uk': 'Аккра', 'eo': 'Akrao', 'zh': '阿克拉', 'oc': 'Accra', 'hu': 'Accra', 'bo': 'ཨ་ཁ་ར།', 'th': 'อักกรา', 'he': 'אקרה', 'fr': 'Accra', 'es': 'Acra', 'de': 'Accra', 'my': 'အက်ခရာမြို့', 'ur': 'اکرا', 'pt': 'Acra', 'sl': 'Akra', 'pl': 'Akra', 'fy': 'Akkra', 'yi': 'אקרא', 'eu': 'Akkra', 'it': 'Accra', 'tr': 'Akra', 'ml': 'അക്ര', 'is': 'Akkra', 'ar': 'أكرا', 'am': 'አክራ', 'hy': 'Ակրա', 'sr': 'Акра', 'ky': 'Аккра', 'el': 'Άκκρα', 'en': 'Accra', 'ru': 'Аккра', 'ht': 'Akra', 'yo': 'Aakrá', 'no': 'Accra', 'lt': 'Akra', 'mr': 'आक्रा', 'be': 'Акра', 'sk': 'Akkra', 'ak': 'Nkran', 'mk': 'Акра', 'os': 'Аккрæ', 'kn': 'ಅಕ್ಕ್ರಾ', 'nl': 'Accra', 'cv': 'Аккра', 'ko': '아크라', 'bg': 'Акра', 'sv': 'Accra', 'ka': 'აკრა', 'ja': 'アクラ', 'ta': 'அக்ரா'}, 'lat': 5.5571096, 'lon': -0.2012376, 'country': 'GH', 'state': 'Greater Accra Region'}]"
Luanda,"[{'name': 'Luanda', 'local_names': {'mk': 'Луанда', 'ur': 'لواندا', 'he': 'לואנדה', 'bn': 'লুয়ান্ডা', 'ru': 'Луанда', 'eo': 'Luando', 'pt': 'Luanda', 'ar': 'لواندا', 'zh': '罗安达', 'cs': 'Luanda', 'oc': 'Luanda', 'kg': 'Lwanda', 'fa': 'لوآندا', 'ht': 'Louanda', 'ku': 'Luanda', 'pl': 'Luanda', 'bg': 'Луанда', 'es': 'Luanda', 'ce': 'Луанда', 'sv': 'Luanda', 'kn': 'ಲೂಆಂಡ', 'de': 'Luanda', 'th': 'ลูอันดา', 'ko': '루안다', 'ja': 'ルアンダ', 'sr': 'Луанда', 'lt': 'Luanda', 'ta': 'லுவாண்டா', 'tg': 'Луанда', 'mr': 'लुआंडा', 'is': 'Lúanda', 'hu': 'Luanda', 'uk': 'Луанда', 'tr': 'Luanda', 'ln': 'Lwanda', 'fr': 'Luanda', 'am': 'ሏንዳ', 'no': 'Luanda', 'nl': 'Luanda', 'it': 'Luanda', 'bo': 'ལའུན་ཌ།', 'el': 'Λουάντα', 'en': 'Luanda', 'os': 'Луандæ', 'ka': 'ლუანდა', 'hy': 'Լուանդա', 'ky': 'Луанда', 'be': 'Луанда'}, 'lat': -8.8272699, 'lon': 13.2439512, 'country': 'AO', 'state': 'Luanda Province'}, {'name': 'Luanda', 'lat': -7.78381545, 'lon': -38.349226924789505, 'country': 'BR', 'state': 'Pernambuco'}, {'name': 'Luanda', 'lat': -7.7719028, 'lon': -38.3441061, 'country': 'BR', 'state': 'Pernambuco'}, {'name': 'Luanda', 'local_names': {'pt': 'Luanda'}, 'lat': -11.4803402, 'lon': 39.7385243, 'country': 'MZ', 'state': 'Cabo Delgado Province'}, {'name': 'Luanda', 'lat': -1.3127406, 'lon': 34.0781737, 'country': 'TZ', 'state': 'Mara Region'}]"
Dakar,"[{'name': 'Dakar', 'local_names': {'mr': 'डकार', 'lv': 'Dakara', 'ku': 'Dakar', 'it': 'Dakar', 'es': 'Dakar', 'wo': 'Ndakaaru', 'ta': 'டக்கார்', 'pt': 'Dacar', 'am': 'ዳካር', 'tg': 'Дакар', 'sr': 'Дакар', 'no': 'Dakar', 'eo': 'Dakaro', 'kn': 'ಡಕಾರ್', 'ga': 'Dacár', 'bn': 'ডাকার', 'hu': 'Dakar', 'fa': 'داکار', 'hi': 'डकार', 'el': 'Ντακάρ', 'oc': 'Dakar', 'uk': 'Дакар', 'mk': 'Дакар', 'os': 'Дакар', 'zh': '達喀爾/达喀尔', 'bo': 'ཌ་ཀར།', 'tr': 'Dakar', 'fr': 'Dakar', 'cv': 'Дакар', 'ur': 'ڈاکار', 'lt': 'Dakaras', 'ko': '다카르', 'bm': 'Dakaro', 'en': 'Dakar', 'gl': 'Dacar - Dakar', 'nl': 'Dakar', 'be': 'Дакар', 'ka': 'დაკარი', 'ja': 'ダカール', 'sv': 'Dakar', 'ar': 'داكار', 'he': 'דקאר', 'de': 'Dakar', 'yi': 'דאקאר', 'cs': 'Dakar', 'bg': 'Дакар', 'pl': 'Dakar', 'ru': 'Дакар', 'ky': 'Дакар', 'kk': 'Дакар', 'th': 'ดาการ์', 'ml': 'ഡാക്കർ', 'is': 'Dakar', 'hy': 'Դակար'}, 'lat': 14.693425, 'lon': -17.447938, 'country': 'SN', 'state': 'Dakar Region'}, {'name': 'Dakar', 'lat': 10.5823145, 'lon': 14.2451052, 'country': 'CM', 'state': 'Far-North'}, {'name': 'Dakar', 'lat': -1.1529284, 'lon': 10.0203134, 'country': 'GA', 'state': 'Moyen-Ogooué Province'}, {'name': 'Dakar', 'lat': -4.65662, 'lon': 19.15919, 'country': 'CD', 'state': 'Kwilu'}, {'name': 'Dakar', 'lat': 47.679213, 'lon': -3.0012203, 'country': 'FR', 'state': 'Brittany'}]"
