city_name_input,api_json_respnose
Tokyo,"[{'name': 'Tokyo', 'local_names': {'lt': 'Tokijas', 'sv': 'Tokyo', 'fa': 'توکیو', 'sk': 'Tokio', 'es': 'Tokio', 'pt': 'Tóquio', 'tg': 'Токио', 'nl': 'Tokio', 'tr': 'Tokyo', 'cy': 'Tokyo', 'vi': 'Tokyo', 'lb': 'Tokio', 'ar': 'طوكيو', 'sr': 'Токио', 'fr': 'Tokyo', 'ku': 'Tokyo', 'mr': 'तोक्यो', 'ko': '도쿄도', 'th': 'โตเกียว', 'pl': 'Tokio', 'oc': 'Tòquio', 'is': 'Tókýó', 'lv': 'Tokija', 'kn': 'ಟೋಕ್ಯೊ', 'zh': '东京都/東京都', 'el': 'Τόκιο', 'fi': 'Tokio', 'et': 'Tōkyō', 'it': 'Tokyo', 'sl': 'Tokio', 'ia': 'Tokyo', 'uk': 'Токіо', 'ru': 'Токио', 'hr': 'Tokio', 'be': 'Токіа', 'bg': 'Токио', 'la': 'Tokium', 'he': 'טוקיו', 'io': 'Tokyo', 'ca': 'Tòquio', 'de': 'Tokio', 'da': 'Tokyo', 'cs': 'Tokio', 'ta': 'டோக்கியோ', 'hu': 'Tokió', 'ja': '東京都', 'eo': 'Tokio', 'en': 'Tokyo', 'mi': 'Tōkio'}, 'lat': 35.6828387, 'lon': 139.7594549, 'country': 'JP'}, {'name': 'Chofu', 'local_names': {'ms': 'Chofu', 'fi': 'Chōfu', 'gl': 'Chōfu, Tōkyō', 'fr': 'Chōfu', 'et': 'Chōfu', 'fa': 'چوفو، توکیو', 'sr': 'Чофу', 'nl': 'Chofu', 'ru': 'Тёфу', 'th': 'โชฟุ', 'es': 'Chofu', 'pl': 'Chōfu', 'pt': 'Chofu', 'en': 'Chofu', 'zh': '調布市', 'it': 'Chōfu', 'ja': '調布市', 'sh': 'Čofu', 'ar': 'تشوفو، طوكيو', 'bg': 'Чофу', 'de': 'Chōfu', 'uk': 'Тьофу', 'sv': 'Chofu', 'tg': 'Чōфу', 'lt': 'Čiofu', 'ko': '조후시'}, 'lat': 35.660036, 'lon': 139.554815, 'country': 'JP'}, {'name': 'Tama', 'local_names': {'fi': 'Tama', 'ja': '多摩市', 'ms': 'Tama', 'uk': 'Тама', 'ko': '다마시', 'nl': 'Tama', 'ru': 'Тама', 'pl': 'Tama', 'zh': '多摩市', 'sr': 'Тама', 'it': 'Tama', 'fr': 'Tama', 'fa': 'تاما، توکیو', 'de': 'Tama', 'th': 'ทามะ', 'gl': 'Tama, Tōkyō', 'ar': 'تاما، طوكيو', 'en': 'Tama', 'bg': 'Тама', 'tg': 'Тама', 'es': 'Tama', 'lt': 'Tama', 'sh': 'Tama', 'pt': 'Tama'}, 'lat': 35.637188, 'lon': 139.443503, 'country': 'JP'}, {'name': 'Kodaira', 'local_names': {'lt': 'Kodaira', 'vi': 'Kodaira, Tokyo', 'eo': 'Kodaira', 'fa': 'کودائیرا، توکیو', 'uk': 'Кодайра', 'th': 'โคไดระ', 'ko': '고다이라시', 'de': 'Kodaira', 'ro': 'Kodaira, Tokyo', 'ar': 'كودايرا، طوكيو', 'tl': 'Kodaira, Tokyo', 'es': 'Kodaira', 'fr': 'Kodaira', 'ms': 'Kodaira', 'fi': 'Kodaira', 'zh': '小平市', 'bg': 'Кодайра', 'ja': '小平市', 'tg': 'Кодаира', 'gl': 'Kodaira', 'sh': 'Kodaira', 'ru': 'Кодайра', 'pl': 'Kodaira', 'sr': 'Кодаира', 'pt': 'Kodaira', 'en': 'Kodaira', 'it': 'Kodaira'}, 'lat': 35.72522, 'lon': 139.476606, 'country': 'JP'}, {'name': 'Kokubunji', 'local_names': {'it': 'Kokubunji', 'es': 'Kokubunji', 'ms': 'Kokubunji', 'fi': 'Kokubunji', 'ru': 'Кокубундзи', 'eo': 'Kokubunĵi', 'lt': 'Kokubundžis', 'fa': 'کوکوبونجی، توکیو', 'sr': 'Кокубунџи', 'tg': 'Кокубунҷи', 'pt': 'Kokubunji', 'ja': '国分寺市', 'de': 'Kokubunji', 'sh': 'Kokubunji', 'uk': 'Кокубундзі', 'fr': 'Kokubunji', 'ar': 'كوكوبونجي، طوكيو', 'gl': 'Kokubunji, Tōkyō', 'pl': 'Kokubunji', 'en': 'Kokubunji', 'zh': '國分寺市', 'th': 'โคกูบุนจิ', 'ko': '고쿠분지시'}, 'lat': 35.709674, 'lon': 139.454224, 'country': 'JP'}]"
Delhi,"[{'name': 'Delhi', 'local_names': {'he': 'דלהי', 'es': 'Delhi', 'de': 'Delhi', 'ru': 'Дели', 'ja': 'デリー', 'ko': '델리', 'te': 'ఢిల్లీ', 'my': 'ဒေလီမြို့', 'oc': 'Delhi', 'uk': 'Делі', 'fr': 'Delhi', 'pa': 'ਦਿੱਲੀ', 'ml': 'ഡെൽഹി', 'lv': 'Deli', 'ms': 'Delhi', 'en': 'Delhi', 'pt': 'Deli', 'bn': 'দিল্লি', 'kn': 'ದೆಹಲಿ', 'zh': '德里', 'fa': 'دهلی', 'ur': 'دہلی', 'el': 'Δελχί', 'cs': 'Dillí', 'ne': 'दिल्ली', 'ar': 'دلهي', 'ku': 'Delhî', 'ta': 'தில்லி', 'eo': 'Delhio', 'hi': 'दिल्ली', 'th': 'เดลี'}, 'lat': 28.6517178, 'lon': 77.2219388, 'country': 'IN', 'state': 'Delhi'}, {'name': 'Delhi', 'lat': 42.4297057, 'lon': -91.3309112, 'country': 'US', 'state': 'Iowa'}, {'name': 'Delhi', 'local_names': {'en': 'Delhi', 'ru': 'Делхай'}, 'lat': 44.5991256, 'lon': -95.211113, 'country': 'US', 'state': 'Minnesota'}, {'name': 'Village of Delhi', 'local_names': {'en': 'Village of Delhi'}, 'lat': 42.2781401, 'lon': -74.9159946, 'country': 'US', 'state': 'New York'}, {'name': 'Town of Delhi', 'local_names': {'en': 'Town of Delhi'}, 'lat': 42.2781401, 'lon': -74.9159946, 'country': 'US', 'state': 'New York'}]"
Mumbai,"[{'name': 'Mumbai', 'local_names': {'ks': 'بَمبَے', 'hi': 'मुंबई', 'gu': 'મુંબઈ', 'or': 'ମୁମ୍ବାଇ', 'pa': 'ਮੁੰਬਈ', 'io': 'Mumbai', 'ka': 'მუმბაი', 'he': 'מומבאי', 'th': 'มุมไบ', 'ar': 'مومباي', 'eo': 'Mumbajo', 'az': 'Mumbay', 'cs': 'Bombaj', 'bn': 'মুম্বই', 'fa': 'مومبای', 'lt': 'Mumbajus', 'sr': 'Мумбај', 'es': 'Bombay', 'pl': 'Mumbaj', 'ia': 'Mumbai', 'yi': 'מומביי', 'el': 'Μουμπάι', 'uk': 'Мумбаї', 'ml': 'മുംബൈ', 'sd': 'ممبئي', 'si': 'මුම්බායි', 'en': 'Mumbai', 'ja': 'ムンバイ', 'ta': 'மும்பை', 'ru': 'Мумбаи', 'ur': 'ممبئی', 'ko': '뭄바이', 'fr': 'Bombay', 'de': 'Mumbai', 'te': 'ముంబై', 'mr': 'मुंबई', 'kn': 'ಮುಂಬೈ', 'oc': 'Mumbai', 'sk': 'Bombaj', 'ps': 'ممبای', 'zh': '孟买'}, 'lat': 19.0785451, 'lon': 72.878176, 'country': 'IN', 'state': 'Maharashtra'}]"
Shanghai,"[{'name': 'Shanghai', 'local_names': {'ce': 'Шанхай', 'cs': 'Šanghaj', 'da': 'Shanghai', 'wo': 'Shanghai', 'hi': 'शंघाई', 'fr': 'Shanghai', 'bn': 'সাংহাই', 'cv': 'Шанхай', 'oc': 'Shanghai', 'ja': '上海市', 'zu': 'Shanghai', 'ie': 'Shanghai', 'mk': 'Шангај', 'cy': 'Shanghai', 'ky': 'Шанхай', 'en': 'Shanghai', 'am': 'ሻንግሃይ', 'ka': 'შანხაი', 'fy': 'Shanghai', 'qu': 'Shanghai', 'sl': 'Šanghaj', 'feature_name': 'Shanghai', 'an': 'Xangai', 'io': 'Shanghai', 'tw': 'Shangai', 'om': 'Shaangaayi', 'hy': 'Շանհայ', 'az': 'Şanxay', 'hr': 'Šangaj', 'pt': 'Xangai', 'mg': 'Shanghai', 'fj': 'Shaghai', 'yi': 'שאנכיי', 'ne': 'शाङ्घाई', 'te': 'షాంఘై', 'ta': 'சாங்காய்', 'fo': 'Shanghai', 'mr': 'शांघाय', 'bo': 'ཧྲང་ཧའེ་གྲོང་ཁྱེར།', 'kk': 'Шанхай', 'el': 'Σαγκάη', 'tg': 'Шанхай', 'ny': 'Shanghai', 'eo': 'Ŝanhajo', 'ay': 'Shanghai', 'fi': 'Shanghai', 'pa': 'ਸ਼ੰਘਾਈ', 'ki': 'Shanghai', 'ca': 'Xangai', 'kw': 'Shanghai', 'bi': 'Shanghai', 'he': 'שאנגחאי', 'ur': 'شنگھائی', 'as': 'ছাংহাই', 'mi': 'Hangahai', 'nl': 'Shanghai', 'ru': 'Шанхай', 'ia': 'Shanghai', 'sv': 'Shanghai', 'lv': 'Šanhaja', 'gl': 'Shanghai', 'la': 'Sciamhaevum', 'nn': 'Shanghai', 'os': 'Шанхай', 'kv': 'Шанхай', 'lt': 'Šanchajus', 'vi': 'Thượng Hải', 'bm': 'Shanghai', 'lo': 'ຊຽງໄຮ້', 'br': 'Shanghai', 'af': 'Sjanghai', 'ascii': 'Shanghai', 'de': 'Shanghai', 'gd': 'Shanghai', 'lb': 'Shanghai', 'mn': 'Шанхай', 'kl': 'Shanghai', 'it': 'Shanghai', 'sq': 'Shangai', 'sw': 'Shanghai', 'su': 'Shanghai', 'fa': 'شانگهای', 'sk': 'Šanghaj', 'ln': 'Shanghai', 'ha': 'Shanghai', 'tt': 'Şanxay', 'no': 'Shanghai', 'uz': 'Shanxay', 'is': 'Sjanghæ', 'zh': '上海市', 'kg': 'Shanghai', 'gv': 'Shanghai', 'ro': 'Shanghai', 'tr': 'Şanghay', 'ml': 'ഷാങ്ഹായ്', 'tk': 'Şanhaý', 'pl': 'Szanghaj', 'eu': 'Shanghai', 'id': 'Shanghai', 'ba': 'Шанхай', 'et': 'Shanghai', 'ms': 'Shanghai', 'si': 'ෂැංහයි', 'ku': 'Şanghay', 'ht': 'Shanghai', 'kn': 'ಶಾಂಘೈ', 'bs': 'Šangaj', 'sr': 'Шангај', 'jv': 'Shanghai', 'my': 'ရှန်ဟိုင်းမြို့', 'hu': 'Sanghaj', 'tl': 'Shanghai', 'bg': 'Шанхай', 'vo': 'Shanghai', 'th': 'เซี่ยงไฮ้', 'uk': 'Шанхай', 'ar': 'شانغهاي', 'ug': 'شاڭخەي شەھىرى', 'tn': 'Shanghai', 'za': 'Sanghaij', 'gn': 'Changái', 'es': 'Shanghái', 'ps': 'شانگهای', 'ga': 'Shang-hai', 'ko': '상하이', 'be': 'Шанхай', 'rm': 'Schanghai', 'li': 'Sjanghai'}, 'lat': 31.2322758, 'lon': 121.4692071, 'country': 'CN'}, {'name': 'Baoshan District', 'local_names': {'ko': '바오산구', 'nl': 'Baoshan', 'fi': 'Baoshan', 'eu': 'Baoshan Barrutia', 'fr': 'District de Baoshan', 'it': 'Distretto di Baoshan', 'gl': 'Distrito de Baoshan', 'vi': 'Bảo Sơn', 'lt': 'Baošanas', 'no': 'Baoshan', 'id': 'Distrik Baoshan', 'ur': 'باوشان ضلع، شنگھائی', 'ja': '宝山区', 'sv': 'Baoshan, Shanghai', 'uk': 'Район Баошань', 'tr': 'Baoshan, Şanghay', 'de': 'Baoshan', 'cs': 'Pao-šan', 'ru': 'Баошань', 'es': 'Distrito de Baoshan', 'en': 'Baoshan District', 'zh': '宝山区', 'fa': 'باوشان'}, 'lat': 31.4015684, 'lon': 121.4452993, 'country': 'CN'}, {'name': ""Jing'an District"", 'local_names': {'sv': ""Jing'an, Shanghai"", 'ro': ""Districtul Jing'an"", 'ko': '징안구', 'uk': 'Район Цзінань', 'eu': ""Jing'an Barrutia"", 'es': ""Jing'an"", 'no': ""Jing'an"", 'fr': ""District de Jing'an"", 'zh': '静安区', 'ja': '静安区', 'cs': 'Ťing-an', 'tr': ""Jing'an"", 'ur': 'جنگآن ضلع', 'vi': 'Tĩnh An', 'en': ""Jing'an District"", 'lt': 'Dzinganas', 'pt': ""Jing'an"", 'de': 'Jing’an', 'ascii': ""Jing'an district"", 'feature_name': ""Jing'an district"", 'it': ""Distretto di Jing'an"", 'ru': 'Цзинъань', 'nl': ""Jing'an""}, 'lat': 31.2295183, 'lon': 121.4427835, 'country': 'CN'}, {'name': 'Shanghai', 'local_names': {'ru': 'Шанхай', 'uk': 'Шанхай', 'en': 'Shanghai'}, 'lat': 47.995261850000006, 'lon': 37.848768445861566, 'country': 'UA', 'state': 'Donetsk Oblast'}, {'name': 'Shanghai', 'lat': 31.7709626, 'lon': 75.2673424, 'country': 'IN', 'state': 'Punjab'}]"
Beijing,"[{'name': 'Beijing', 'local_names': {'id': 'Beijing', 'ascii': 'Beijing', 'dv': 'ބީޖިންގ', 'sa': 'बीजिङ्ग्', 'ru': 'Пекин', 'lv': 'Pekina', 'he': ""בייג'ין"", 'af': 'Beijing', 'fa': 'پکن', 'an': 'Pequín', 'pl': 'Pekin', 'su': 'Beijing', 'jv': 'Beijing', 'fr': 'Pékin', 'ia': 'Beijing', 'nn': 'Beijing', 'es': 'Pekín', 'lt': 'Pekinas', 'mg': 'Beijing', 'tr': 'Pekin', 'cv': 'Пекин', 'te': 'బీజింగ్', 'ca': 'Pequín', 'oc': 'Pequin', 'ht': 'Peken', 'nl': 'Peking', 'eu': 'Pekin', 'ro': 'Beijing', 'uk': 'Пекін', 'ur': 'بیجنگ', 'sl': 'Peking', 'za': 'Baekging', 'sk': 'Peking', 'en': 'Beijing', 'kk': 'Бейжің', 'uz': 'Pekin', 'hy': 'Պեկին', 'sw': 'Beijing', 'la': 'Pechinum', 'el': 'Πεκίνο', 'ta': 'பெய்ஜிங்', 'gd': 'Beijing', 'ja': '北京市', 'vi': 'Bắc Kinh', 'sr': 'Пекинг', 'ms': 'Beijing', 'sv': 'Beijing', 'tk': 'Pekin', 'th': 'ปักกิ่ง', 'yi': 'בייזשינג', 'ku': 'Pekîn', 'is': 'Beijing', 'km': 'ប៉េកាំង', 'gn': 'Pekĩ', 'gv': 'Beijing', 'io': 'Beijing', 'ne': 'बेइजिङ', 'mn': 'Бээжин', 'be': 'Пекін', 'cy': 'Beijing', 'kl': 'Beijing', 'da': 'Beijing', 'lo': 'ປັກກິ່ງ', 'ar': 'بكين', 'it': 'Pechino', 'tg': 'Пекин', 'am': 'ቤዪጂንግ', 'de': 'Peking', 'so': 'Beijing', 'ug': 'بېيجىڭ شەھىرى', 'et': 'Peking', 'yo': 'Beijing', 'fi': 'Peking', 'feature_name': 'Beijing', 'si': 'බෙයිජිං', 'br': 'Beijing', 'az': 'Pekin', 'mr': 'ीजिंग', 'os': 'Пекин', 'pa': 'ਬੀਜਿੰਗ', 'kn': 'ಬೀಜಿಂಗ್', 'bo': 'པེ་ཅིང་གྲོང་ཁྱེར།', 'bn': 'বেইজিং', 'qu': 'Pikkin', 'ko': '베이징 시', 'fo': 'Beijing', 'mi': 'Beijing', 'tt': 'Пекин', 'ay': ""Pekin'"", 'bg': 'Пекин', 'sq': 'Pekini', 'eo': 'Pekino', 'kv': 'Пекин', 'gl': 'Pequín', 'ka': 'პეკინი', 'tl': 'Beijing', 'ga': 'Béising', 'kw': 'Beijing', 'pt': 'Pequim', 'cs': 'Peking', 'ps': 'بېجنګ', 'mk': 'Пекинг', 'zh': '北京市', 'gu': 'બેઇજિંગ', 'sc': 'Beijing', 'hi': 'बीजिंग', 'ml': 'ബെയ്\u200cജിങ്ങ്', 'my': 'ပေကျင်းမြို့', 'hu': 'Peking', 'ba': 'Пекин', 'hr': 'Peking', 'no': 'Beijing', 'na': 'Beijing'}, 'lat': 39.906217, 'lon': 116.3912757, 'country': 'CN', 'state': 'Beijing'}, {'name': 'Beijing', 'local_names': {'en': 'Beijing', 'zh': '北京街道'}, 'lat': 23.1309415, 'lon': 113.2655855, 'country': 'CN', 'state': 'Guangdong Province'}, {'name': 'Beijing', 'local_names': {'zh': '北景镇', 'en': 'Beijing'}, 'lat': 24.156951, 'lon': 107.4831828, 'country': 'CN', 'state': 'Guangxi'}, {'name': 'Beijing', 'local_names': {'en': 'Beijing', 'zh': '北井'}, 'lat': 40.3887754, 'lon': 113.3157511, 'country': 'CN', 'state': 'Inner Mongolia'}, {'name': 'Beijing', 'local_names': {'en': 'Beijing', 'zh': '北井'}, 'lat': 42.2559049, 'lon': 118.7881407, 'country': 'CN', 'state': 'Inner Mongolia'}]"
Karachi,"[{'name': 'Karachi', 'local_names': {'tr': 'Karaçi', 'he': ""קראצ'י"", 'ar': 'كراتشي', 'en': 'Karachi', 'kn': 'ಕರಾಚಿ', 'fa': 'کراچی', 'de': 'Karatschi', 'zh': '卡拉奇', 'it': 'Karachi', 'pa': 'ਕਰਾਚੀ', 'pt': 'Carachi', 'ur': 'کراچی', 'eo': 'Karaĉio', 'hi': 'कराची', 'ta': 'கராச்சி', 'oc': 'Karachi', 'sd': 'ڪراچي', 'ml': 'കറാച്ചി', 'ku': 'Keraçî', 'nl': 'Karachi', 'sv': 'Karachi', 'ks': 'کَرٲچی', 'pl': 'Karaczi', 'ps': 'کراچۍ', 'ru': 'Карачи', 'no': 'Karachi', 'cs': 'Karáčí', 'fr': 'Karachi', 'ko': '카라치', 'ug': 'كاراچى', 'et': 'Karāchi', 'es': 'Karachi'}, 'lat': 24.8546842, 'lon': 67.0207055, 'country': 'PK', 'state': 'Sindh'}]"
Dhaka,"[{'name': 'Dhaka', 'local_names': {'sk': 'Dháka', 'bo': 'དྷ་ཁ།', 'el': 'Ντάκα', 'pt': 'Daca', 'io': 'Dhaka', 'ar': 'دكا', 'os': 'Даккæ', 'am': 'ዳካ', 'ht': 'Daka', 'te': 'ఢాకా', 'bn': 'ঢাকা', 'sl': 'Daka', 'be': 'Дака', 'hu': 'Dakka', 'gl': 'Dacca - ঢাকা', 'tg': 'Дакка', 'ja': 'ダッカ', 'bg': 'Дака', 'ko': '다카', 'de': 'Dhaka', 'kk': 'Дакка', 'lv': 'Daka', 'eu': 'Dhaka', 'ur': 'ڈھاکہ', 'it': 'Dacca', 'ba': 'Дакка', 'et': 'Dhaka', 'ug': 'داككا', 'es': 'Daca', 'ia': 'Dhaka', 'cs': 'Dháka', 'hi': 'ढाका', 'pl': 'Dhaka', 'az': 'Dəkkə', 'tk': 'Dakka', 'ce': 'Дакка', 'fr': 'Dacca', 'yi': 'דאקא', 'mk': 'Дака', 'oc': 'Dhaka', 'ne': 'ढाका', 'la': 'Dacca', 'mn': 'Дака', 'uk': 'Дакка', 'he': 'דאקה', 'ro': 'Dacca', 'lt': 'Daka', 'kn': 'ಢಾಕಾ', 'eo': 'Dako', 'hy': 'Դաքքա', 'fy': 'Daka', 'zh': '達卡', 'ru': 'Дакка', 'en': 'Dhaka', 'is': 'Daka', 'tr': 'Dakka', 'gu': 'ઢાકા', 'th': 'ธากา', 'fa': 'داکا', 'dv': 'ޑާކާ', 'my': 'ဒါကာမြို့', 'sv': 'Dhaka', 'ka': 'დაკა', 'ta': 'டாக்கா', 'mr': 'ढाका', 'sr': 'Дака', 'hr': 'Dhaka', 'ml': 'ഢാക്ക', 'ku': 'Daka'}, 'lat': 23.7544529, 'lon': 90.393336, 'country': 'BD', 'state': 'Dhaka Division'}, {'name': 'Dhaka', 'lat': 26.6741967, 'lon': 85.1670195, 'country': 'IN', 'state': 'Bihar'}, {'name': 'dhaka', 'lat': 23.7179868, 'lon': 90.35375362049459, 'country': 'BD', 'state': 'Dhaka Division'}, {'name': 'Dhaka', 'lat': 28.70869755, 'lon': 77.20574900932183, 'country': 'IN', 'state': 'Delhi'}, {'name': 'Dhaka', 'lat': 23.4827709, 'lon': 76.2262344, 'country': 'IN', 'state': 'Madhya Pradesh'}]"
Manila,"[{'name': 'Manila', 'local_names': {'el': 'Μανίλα', 'rw': 'Manila', 'mk': 'Манила', 'pl': 'Manila', 'cv': 'Манила', 'tr': 'Manila', 'eo': 'Manilo', 'ja': 'マニラ', 'mg': 'Manille', 'yi': 'מאנילא', 'ky': 'Манила', 'li': 'Manilla', 'fy': 'Manilla', 'sh': 'Manila', 'nl': 'Manilla', 'it': 'Manila', 'no': 'Manila', 'vi': 'Manila', 'tl': 'Maynila', 'en': 'Manila', 'zh': '马尼拉 / 馬尼拉', 'tg': 'Манила', 'sn': 'Manila', 'kn': 'ಮನಿಲ', 'gl': 'Manila', 'ki': 'Manila', 'am': 'ማኒላ', 'sk': 'Manila', 'id': 'Manila', 'lb': 'Manila', 'an': 'Manila', 'uk': 'Маніла', 'ia': 'Manila', 'lv': 'Manila', 'ha': 'Manila', 'si': 'මැනිලා', 'be': 'Маніла', 'or': 'ମାନିଲା', 'sq': 'Manila', 'oc': 'Manila', 'ta': 'மணிலா', 'az': 'Manila', 'sr': 'Манила', 'ur': 'منیلا', 'fa': 'مانیل', 'yo': 'Manila', 'ga': 'Mainile', 'ka': 'მანილა', 'ne': 'मनिला', 'bs': 'Manila', 'da': 'Manila', 'hy': 'Մանիլա', 'ro': 'Manila', 'hr': 'Manila', 'sc': 'Manila', 'de': 'Manila', 'kk': 'Манила', 'jv': 'Manila', 'bg': 'Манила', 'fo': 'Manila', 'ba': 'Манила', 'sv': 'Manila', 'km': 'ម៉ានីល', 'ug': 'مانىلا', 'ms': 'Manila', 'uz': 'Manila', 'bo': 'མ་ནི་ལ།', 'he': 'מנילה', 'pa': 'ਮਨੀਲਾ', 'la': 'Manila', 'ko': '마닐라', 'hi': 'मनीला', 'es': 'Manila', 'lt': 'Manila', 'fi': 'Manila', 'af': 'Manila', 'is': 'Maníla', 'ce': 'Манила', 'ca': 'Manila', 'ie': 'Manila', 'my': 'မနီလာမြို့', 'sl': 'Manila', 'nn': 'Manila', 'os': 'Манилæ', 'ar': 'مانيلا', 'th': 'มะนิลา', 'cy': 'Manila', 'fr': 'Manille', 'eu': 'Manila', 'na': 'Manila', 'ht': 'Manyl', 'br': 'Manila', 'cs': 'Manila', 'hu': 'Manila', 'mn': 'Манила', 'te': 'మనీలా', 'qu': 'Manila', 'tt': 'Манила', 'sw': 'Manila', 'ps': 'مانیلا', 'vo': 'Maynila', 'pt': 'Manila', 'mr': 'मनिला', 'et': 'Manila', 'gd': 'Manila', 'io': 'Manila', 'bn': 'ম্যানিলা', 'ku': 'Manîla', 'ml': 'മനില', 'mi': 'Manira', 'ru': 'Манила'}, 'lat': 14.5948914, 'lon': 120.9782618, 'country': 'PH'}, {'name': 'Manila', 'lat': 35.8800733, 'lon': -90.1670393, 'country': 'US', 'state': 'Arkansas'}, {'name': 'Manila', 'lat': 40.8517929, 'lon': -124.1622856, 'country': 'US', 'state': 'California'}, {'name': 'Manila', 'lat': 37.9867678, 'lon': -81.9429031, 'country': 'US', 'state': 'West Virginia'}, {'name': 'Manila', 'lat': 29.73862, 'lon': 79.19907, 'country': 'IN', 'state': 'Uttarakhand'}]"
Bangkok,"[{'name': 'Bangkok', 'local_names': {'pl': 'Bangkok', 'ar': 'بانكوك', 'az': 'Banqkok', 'th': 'กรุงเทพมหานคร', 'io': 'Bangkok', 'sr': 'Бангкок', 'lo': 'ບາງກອກ', 'vi': 'Băng Cốc', 'ta': 'பேங்காக்', 'hy': 'Բանգկոկ', 'sk': 'Bangkok', 'it': 'Bangkok', 'bn': 'ব্যাংকক', 'km': 'បាងកក', 'es': 'Bangkok', 'ka': 'ბანგკოკი', 'cv': 'Бангкок', 'de': 'Bangkok', 'cs': 'Bangkok', 'ml': 'ബാങ്കോക്ക്', 'lv': 'Bangkoka', 'be': 'Бангкок', 'my': 'ဘန်ကောက်မြို့', 'ru': 'Бангкок', 'ps': 'بانګکوک', 'uk': 'Банґкок', 'kk': 'Бангкок', 'eu': 'Bangkok', 'lt': 'Bankokas', 'gl': 'Bangkok', 'ga': 'Bancác', 'mr': 'बँकॉक', 'zh': '曼谷', 'oc': 'Bangkòk', 'ia': 'Bangkok', 'fi': 'Bangkok', 'si': 'බැංකොක්', 'en': 'Bangkok', 'bg': 'Банкок', 'he': 'בנגקוק', 'is': 'Bangkok', 'ie': 'Banghok', 'hr': 'Bangkok', 'ku': 'Bangkok', 'feature_name': 'Bangkok', 'ur': 'بنکاک', 'la': 'Bancocum', 'ascii': 'Bangkok', 'pt': 'Banguecoque', 'kn': 'ಬಾಂಗ್ಕೊಕ್', 'nl': 'Bangkok', 'eo': 'Bankoko', 'et': 'Bangkok', 'fr': 'Bangkok', 'bo': 'པན་ཀོག', 'hi': 'बैंकॉक', 'el': 'Μπανγκόκ', 'fa': 'بانکوک', 'mk': 'Бангкок', 'hu': 'Bangkok', 'sl': 'Bangkok', 'tg': 'Бангкок', 'ko': '방콕', 'os': 'Бангкок', 'ja': 'バンコク', 'mn': 'Бангкок', 'sv': 'Bangkok', 'am': 'ባንኮክ', 'yi': 'באנגקאק'}, 'lat': 13.7524938, 'lon': 100.4935089, 'country': 'TH', 'state': 'Bangkok'}, {'name': 'Bangkok', 'lat': -7.3300335, 'lon': 110.6666887, 'country': 'ID', 'state': 'Central Java'}, {'name': 'Bangkok', 'lat': -7.0988225, 'lon': 112.5079291, 'country': 'ID', 'state': 'East Java'}, {'name': 'Bangkok', 'lat': -7.846423, 'lon': 112.1005469, 'country': 'ID', 'state': 'East Java'}]"
Seoul,"[{'name': 'Seoul', 'local_names': {'ba': 'Сеул', 'ro': 'Seul', 'yi': 'סעאל', 'lv': 'Seula', 'mk': 'Сеул', 'ca': 'Seül', 'ja': 'ソウル', 'pt': 'Seul', 'vo': 'Söul', 'qu': 'Siul', 'sv': 'Seoul', 'be': 'Сеул', 'ko': '서울', 'tk': 'Seul', 'my': 'ဆိုးလ်မြို့', 'oc': 'Seol', 'cv': 'Сеул', 'lt': 'Seulas', 'bg': 'Сеул', 'hr': 'Seul', 'tg': 'Сеул', 'fa': 'سئول', 'nl': 'Seoel', 'bn': 'সিওল', 'sl': 'Seul', 'mn': 'Сөүл', 'ru': 'Сеул', 'vi': 'Seoul', 'uz': 'Seul', 'de': 'Seoul', 'et': 'Sŏul', 'af': 'Seoel', 'km': 'សេអ៊ូល', 'cs': 'Soul', 'ky': 'Сеул', 'ur': 'سؤل', 'el': 'Σεούλ', 'is': 'Seúl', 'bs': 'Seul', 'uk': 'Сеул', 'ml': 'സോൾ', 'es': 'Seúl', 'kk': 'Сеул', 'hu': 'Szöul', 'hy': 'Սեուլ', 'az': 'Seul', 'bo': 'སེ་ཨུལ།', 'en': 'Seoul', 'kn': 'ಸೌಲ್', 'gl': 'Seúl', 'eu': 'Seul', 'la': 'Seulum', 'he': 'סיאול', 'pl': 'Seul', 'ku': 'Sêûl', 'tr': 'Seul', 'ar': 'سول', 'fr': 'Séoul', 'eo': 'Seulo', 'mr': 'सोल', 'an': 'Seúl', 'bh': 'सियोल', 'zh': '首尔市 / 首爾', 'sr': 'Сеул', 'it': 'Seul', 'ka': 'სეული', 'hi': 'सियोल', 'th': 'โซล', 'fi': 'Soul', 'os': 'Сеул', 'sk': 'Soul', 'am': 'ሶል', 'ta': 'சியோல்'}, 'lat': 37.5666791, 'lon': 126.9782914, 'country': 'KR'}]"
